i,word,freq,ipa,xsampa
300,وڵات,454,"['u', 'ɫ', 'a', 't']","['u', '5', 'a', 't']"
301,خێرایی,450,"['x', 'e', 'ɾ', 'a', 'iː', 'iː']","['x', 'e', '4', 'a', 'i:', 'i:']"
302,پێویستە,449,"['p', 'e', 'u', 'iː', 's', 't', 'ɛ']","['p', 'e', 'u', 'i:', 's', 't', 'E']"
303,کردەوە,449,"['k', 'ɾ', 'd', 'ɛ', 'u', 'ɛ']","['k', '4', 'd', 'E', 'u', 'E']"
305,دادەنرێت,446,"['d', 'a', 'd', 'ɛ', 'n', 'ɾ', 'e', 't']","['d', 'a', 'd', 'E', 'n', '4', 'e', 't']"
306,ژیان,446,"['ʒ', 'iː', 'a', 'n']","['Z', 'i:', 'a', 'n']"
307,دەتوانێت,444,"['d', 'ɛ', 't', 'u', 'a', 'n', 'e', 't']","['d', 'E', 't', 'u', 'a', 'n', 'e', 't']"
308,ڕێگەی,443,"['r', 'e', 'ɡ', 'ɛ', 'iː']","['r', 'e', 'g', 'E', 'i:']"
309,پێنج,442,"['p', 'e', 'n', 'd͡ʒ']","['p', 'e', 'n', 'dZ']"
310,بەشێک,438,"['b', 'ɛ', 'ʃ', 'e', 'k']","['b', 'E', 'S', 'e', 'k']"
311,زنجیرەی,436,"['z', 'n', 'd͡ʒ', 'iː', 'ɾ', 'ɛ', 'iː']","['z', 'n', 'dZ', 'i:', '4', 'E', 'i:']"
313,بکرێت,434,"['b', 'k', 'ɾ', 'e', 't']","['b', 'k', '4', 'e', 't']"
314,شارە,433,"['ʃ', 'a', 'ɾ', 'ɛ']","['S', 'a', '4', 'E']"
315,زنجیرە,432,"['z', 'n', 'd͡ʒ', 'iː', 'ɾ', 'ɛ']","['z', 'n', 'dZ', 'i:', '4', 'E']"
316,حوزەیرانی,431,"['ħ', 'u', 'z', 'ɛ', 'iː', 'ɾ', 'a', 'n', 'iː']","['X\\', 'u', 'z', 'E', 'i:', '4', 'a', 'n', 'i:']"
317,یارمەتی,431,"['iː', 'a', 'ɾ', 'm', 'ɛ', 't', 'iː']","['i:', 'a', '4', 'm', 'E', 't', 'i:']"
318,شێخ,430,"['ʃ', 'e', 'x']","['S', 'e', 'x']"
319,نیسانی,429,"['n', 'iː', 's', 'a', 'n', 'iː']","['n', 'i:', 's', 'a', 'n', 'i:']"
320,جەنگی,428,"['d͡ʒ', 'ɛ', 'ŋ', 'iː']","['dZ', 'E', 'N', 'i:']"
321,دایکی,426,"['d', 'a', 'iː', 'k', 'iː']","['d', 'a', 'i:', 'k', 'i:']"
323,کەسی,425,"['k', 'ɛ', 's', 'iː']","['k', 'E', 's', 'i:']"
324,یاخود,425,"['iː', 'a', 'x', 'u', 'd']","['i:', 'a', 'x', 'u', 'd']"
